n:146 mse_avg:5.45 mse_y:7.71 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.61 psnr_v:48.36 
n:147 mse_avg:5.45 mse_y:7.71 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.61 psnr_v:48.36 
n:148 mse_avg:5.45 mse_y:7.72 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.61 psnr_v:48.36 
n:149 mse_avg:5.44 mse_y:7.71 mse_u:0.89 mse_v:0.94 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.64 psnr_v:48.39 
n:150 mse_avg:5.44 mse_y:7.71 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.62 psnr_v:48.37 
n:151 mse_avg:5.47 mse_y:7.73 mse_u:0.95 mse_v:0.99 psnr_avg:40.75 psnr_y:39.25 psnr_u:48.37 psnr_v:48.17 
n:152 mse_avg:5.47 mse_y:7.73 mse_u:0.94 mse_v:0.99 psnr_avg:40.75 psnr_y:39.25 psnr_u:48.38 psnr_v:48.16 
n:153 mse_avg:5.47 mse_y:7.72 mse_u:0.94 mse_v:0.99 psnr_avg:40.75 psnr_y:39.25 psnr_u:48.38 psnr_v:48.16 
n:154 mse_avg:5.54 mse_y:7.83 mse_u:0.94 mse_v:0.99 psnr_avg:40.70 psnr_y:39.19 psnr_u:48.41 psnr_v:48.17 
n:155 mse_avg:5.56 mse_y:7.86 mse_u:0.92 mse_v:0.98 psnr_avg:40.68 psnr_y:39.18 psnr_u:48.48 psnr_v:48.20 
n:156 mse_avg:5.57 mse_y:7.88 mse_u:0.92 mse_v:0.98 psnr_avg:40.67 psnr_y:39.17 psnr_u:48.49 psnr_v:48.21 
n:157 mse_avg:5.57 mse_y:7.89 mse_u:0.91 mse_v:0.97 psnr_avg:40.67 psnr_y:39.16 psnr_u:48.56 psnr_v:48.26 
n:158 mse_avg:5.58 mse_y:7.90 mse_u:0.91 mse_v:0.96 psnr_avg:40.66 psnr_y:39.15 psnr_u:48.53 psnr_v:48.30 
n:159 mse_avg:5.59 mse_y:7.92 mse_u:0.89 mse_v:0.95 psnr_avg:40.66 psnr_y:39.14 psnr_u:48.63 psnr_v:48.35 
n:160 mse_avg:5.58 mse_y:7.92 mse_u:0.89 mse_v:0.95 psnr_avg:40.66 psnr_y:39.14 psnr_u:48.65 psnr_v:48.37 
n:161 mse_avg:5.58 mse_y:7.92 mse_u:0.87 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.72 psnr_v:48.43 
n:162 mse_avg:5.58 mse_y:7.92 mse_u:0.87 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.73 psnr_v:48.42 
n:163 mse_avg:5.58 mse_y:7.92 mse_u:0.86 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.76 psnr_v:48.44 
n:164 mse_avg:5.58 mse_y:7.92 mse_u:0.86 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.77 psnr_v:48.44 
n:165 mse_avg:5.58 mse_y:7.91 mse_u:0.86 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.77 psnr_v:48.44 
n:166 mse_avg:5.58 mse_y:7.92 mse_u:0.86 mse_v:0.93 psnr_avg:40.67 psnr_y:39.15 psnr_u:48.77 psnr_v:48.44 
